TIME,YEAR,GEO,UNIT,TRA_MEAS,PARTNER,Value,Flag and Footnotes,MONTH
2020M04,2020,Luxembourg,Passager,Passagers à bord,Lituanie,1,,4
2020M04,2020,Luxembourg,Passager,Passagers à bord,Royaume-Uni,1,,4
2020M04,2020,Luxembourg,Passager,Passagers à bord (arrivées),Lituanie,1,,4
2020M04,2020,Luxembourg,Passager,Passagers à bord (arrivées),Suisse,1,,4
2020M04,2020,Luxembourg,Passager,Passagers à bord (arrivées),Royaume-Uni,1,,4
2020M04,2020,Luxembourg,Passager,Passagers à bord (départs),France,1,,4
2020M04,2020,Luxembourg,Passager,Passagers à bord (départs),Italie,1,,4
2020M04,2020,Luxembourg,Passager,Passagers à bord (départs),Suisse,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés,France,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés,Italie,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés,Lituanie,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés,Royaume-Uni,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés (arrivées),Lituanie,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés (arrivées),Suisse,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés (arrivées),Royaume-Uni,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés (départs),France,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés (départs),Italie,1,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés (départs),Suisse,1,,4
2020M04,2020,Autriche,Passager,Passagers à bord,Danemark,1,,4
2020M04,2020,Autriche,Passager,Passagers à bord (départs),Danemark,1,,4
2020M04,2020,Autriche,Passager,Passagers transportés,Danemark,1,,4
2020M04,2020,Autriche,Passager,Passagers transportés (départs),Danemark,1,,4
2020M04,2020,Slovénie,Passager,Passagers à bord,Allemagne,1,,4
2020M04,2020,Slovénie,Passager,Passagers à bord (arrivées),Allemagne,1,,4
2020M04,2020,Slovénie,Passager,Passagers transportés,Allemagne,1,,4
2020M04,2020,Slovénie,Passager,Passagers transportés (arrivées),Allemagne,1,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord,Tchéquie,1,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord,Italie,1,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord (arrivées),Tchéquie,1,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord (arrivées),Allemagne,1,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord (départs),Italie,1,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés,Tchéquie,1,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés,Italie,1,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés (arrivées),Tchéquie,1,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés (arrivées),Allemagne,1,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés (départs),Italie,1,,4
2020M04,2020,Norvège,Passager,Passagers à bord (départs),Turquie,1,,4
2020M04,2020,Norvège,Passager,Passagers transportés (départs),Turquie,1,,4
2020M04,2020,Royaume-Uni,Passager,Passagers transportés,Luxembourg,1,,4
2020M04,2020,Royaume-Uni,Passager,Passagers transportés (arrivées),Luxembourg,1,,4
2020M04,2020,Serbie,Passager,Passagers à bord,Croatie,1,,4
2020M04,2020,Serbie,Passager,Passagers à bord (départs),Croatie,1,,4
2020M04,2020,Serbie,Passager,Passagers transportés,Croatie,1,,4
2020M04,2020,Serbie,Passager,Passagers transportés (départs),Croatie,1,,4
2020M04,2020,Belgique,Passager,Passagers à bord (arrivées),Belgique,4,,4
2020M04,2020,Belgique,Passager,Passagers à bord (départs),Portugal,4,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Belgique,4,,4
2020M04,2020,Belgique,Passager,Passagers transportés (départs),Portugal,4,,4
2020M04,2020,Tchéquie,Passager,Passagers à bord,Belgique,4,,4
2020M04,2020,Tchéquie,Passager,Passagers à bord,Hongrie,4,,4
2020M04,2020,Tchéquie,Passager,Passagers à bord (départs),Finlande,4,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés,Belgique,4,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés,Hongrie,4,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (départs),Finlande,4,,4
2020M04,2020,Danemark,Passager,Passagers à bord,Grèce,4,,4
2020M04,2020,Danemark,Passager,Passagers à bord,France,4,,4
2020M04,2020,Danemark,Passager,Passagers à bord,Italie,4,,4
2020M04,2020,Danemark,Passager,Passagers transportés,Grèce,4,,4
2020M04,2020,Danemark,Passager,Passagers transportés,France,4,,4
2020M04,2020,Danemark,Passager,Passagers transportés,Italie,4,,4
2020M04,2020,Grèce,Passager,Passagers à bord,Danemark,4,,4
2020M04,2020,Grèce,Passager,Passagers à bord,Malte,4,,4
2020M04,2020,Grèce,Passager,Passagers à bord (arrivées),Pologne,4,,4
2020M04,2020,Grèce,Passager,Passagers à bord (départs),Danemark,4,,4
2020M04,2020,Grèce,Passager,Passagers à bord (départs),Espagne,4,,4
2020M04,2020,Grèce,Passager,Passagers à bord (départs),Malte,4,,4
2020M04,2020,Grèce,Passager,Passagers à bord (départs),Royaume-Uni,4,,4
2020M04,2020,Grèce,Passager,Passagers transportés,Danemark,4,,4
2020M04,2020,Grèce,Passager,Passagers transportés,Malte,4,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Pologne,4,,4
2020M04,2020,Grèce,Passager,Passagers transportés (départs),Danemark,4,,4
2020M04,2020,Grèce,Passager,Passagers transportés (départs),Espagne,4,,4
2020M04,2020,Grèce,Passager,Passagers transportés (départs),Malte,4,,4
2020M04,2020,Grèce,Passager,Passagers transportés (départs),Royaume-Uni,4,,4
2020M04,2020,Espagne,Passager,Passagers à bord,Lituanie,4,,4
2020M04,2020,Espagne,Passager,Passagers à bord (départs),Lituanie,4,,4
2020M04,2020,Espagne,Passager,Passagers transportés,Lituanie,4,,4
2020M04,2020,Espagne,Passager,Passagers transportés (départs),Lituanie,4,,4
2020M04,2020,France,Passager,Passagers à bord (départs),Autriche,4,,4
2020M04,2020,France,Passager,Passagers à bord (départs),Islande,4,,4
2020M04,2020,France,Passager,Passagers transportés (départs),Autriche,4,,4
2020M04,2020,Italie,Passager,Passagers à bord,Norvège,4,,4
2020M04,2020,Italie,Passager,Passagers transportés,Norvège,4,,4
2020M04,2020,Chypre,Passager,Passagers à bord (départs),Pologne,4,,4
2020M04,2020,Chypre,Passager,Passagers à bord (départs),Roumanie,4,,4
2020M04,2020,Chypre,Passager,Passagers transportés (départs),Pologne,4,,4
2020M04,2020,Chypre,Passager,Passagers transportés (départs),Roumanie,4,,4
2020M04,2020,Malte,Passager,Passagers à bord,France,4,,4
2020M04,2020,Malte,Passager,Passagers à bord (arrivées),Turquie,4,,4
2020M04,2020,Malte,Passager,Passagers transportés,France,4,,4
2020M04,2020,Malte,Passager,Passagers transportés (arrivées),Turquie,4,,4
2020M04,2020,Pays-Bas,Passager,Passagers à bord,Pays-Bas,4,,4
2020M04,2020,Pays-Bas,Passager,Passagers à bord (départs),Pays-Bas,4,,4
2020M04,2020,Pays-Bas,Passager,Passagers transportés,Pays-Bas,4,,4
2020M04,2020,Pays-Bas,Passager,Passagers transportés (départs),Pays-Bas,4,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord,Pays-Bas,4,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord,Autriche,4,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord (arrivées),Pays-Bas,4,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord (arrivées),Autriche,4,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord (départs),Slovaquie,4,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés,Pays-Bas,4,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés,Autriche,4,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés (arrivées),Pays-Bas,4,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés (arrivées),Autriche,4,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés (départs),Slovaquie,4,,4
2020M04,2020,Suède,Passager,Passagers à bord,Irlande,4,,4
2020M04,2020,Suède,Passager,Passagers à bord,Macédoine du Nord,4,,4
2020M04,2020,Suède,Passager,Passagers à bord (arrivées),Irlande,4,,4
2020M04,2020,Suède,Passager,Passagers à bord (arrivées),Autriche,4,,4
2020M04,2020,Suède,Passager,Passagers à bord (arrivées),Macédoine du Nord,4,,4
2020M04,2020,Suède,Passager,Passagers à bord (départs),Autriche,4,,4
2020M04,2020,Suède,Passager,Passagers transportés,Irlande,4,,4
2020M04,2020,Suède,Passager,Passagers transportés,Macédoine du Nord,4,,4
2020M04,2020,Suède,Passager,Passagers transportés (arrivées),Irlande,4,,4
2020M04,2020,Suède,Passager,Passagers transportés (arrivées),Autriche,4,,4
2020M04,2020,Suède,Passager,Passagers transportés (arrivées),Macédoine du Nord,4,,4
2020M04,2020,Suède,Passager,Passagers transportés (départs),Autriche,4,,4
2020M04,2020,Islande,Passager,Passagers à bord (départs),Danemark,4,,4
2020M04,2020,Islande,Passager,Passagers transportés (départs),Danemark,4,,4
2020M04,2020,Macédoine du Nord,Passager,Passagers à bord,Suède,4,,4
2020M04,2020,Macédoine du Nord,Passager,Passagers à bord (départs),Suède,4,,4
2020M04,2020,Macédoine du Nord,Passager,Passagers transportés,Suède,4,,4
2020M04,2020,Macédoine du Nord,Passager,Passagers transportés (départs),Suède,4,,4
2020M04,2020,Belgique,Passager,Passagers à bord (arrivées),Danemark,3,,4
2020M04,2020,Belgique,Passager,Passagers à bord (arrivées),Pologne,3,,4
2020M04,2020,Belgique,Passager,Passagers à bord (départs),Tchéquie,3,,4
2020M04,2020,Belgique,Passager,Passagers à bord (départs),Danemark,3,,4
2020M04,2020,Belgique,Passager,Passagers à bord (départs),Pologne,3,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Danemark,3,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Pologne,3,,4
2020M04,2020,Belgique,Passager,Passagers transportés (départs),Tchéquie,3,,4
2020M04,2020,Belgique,Passager,Passagers transportés (départs),Danemark,3,,4
2020M04,2020,Belgique,Passager,Passagers transportés (départs),Pologne,3,,4
2020M04,2020,Tchéquie,Passager,Passagers à bord (arrivées),Finlande,3,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Finlande,3,,4
2020M04,2020,Danemark,Passager,Passagers à bord,Pologne,3,,4
2020M04,2020,Danemark,Passager,Passagers à bord (arrivées),Pologne,3,,4
2020M04,2020,Danemark,Passager,Passagers à bord (départs),Grèce,3,,4
2020M04,2020,Danemark,Passager,Passagers transportés,Pologne,3,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Pologne,3,,4
2020M04,2020,Danemark,Passager,Passagers transportés (départs),Grèce,3,,4
2020M04,2020,Allemagne,Passager,Passagers à bord (départs),Slovaquie,3,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (départs),Slovaquie,3,,4
2020M04,2020,Grèce,Passager,Passagers à bord,Turquie,3,,4
2020M04,2020,Grèce,Passager,Passagers à bord (arrivées),Luxembourg,3,,4
2020M04,2020,Grèce,Passager,Passagers à bord (départs),Turquie,3,,4
2020M04,2020,Grèce,Passager,Passagers transportés,Turquie,3,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Luxembourg,3,,4
2020M04,2020,Grèce,Passager,Passagers transportés (départs),Turquie,3,,4
2020M04,2020,Espagne,Passager,Passagers à bord,Slovaquie,3,,4
2020M04,2020,Espagne,Passager,Passagers à bord (arrivées),Espagne,3,,4
2020M04,2020,Espagne,Passager,Passagers à bord (arrivées),Norvège,3,,4
2020M04,2020,Espagne,Passager,Passagers à bord (départs),Portugal,3,,4
2020M04,2020,Espagne,Passager,Passagers à bord (départs),Slovaquie,3,,4
2020M04,2020,Espagne,Passager,Passagers transportés,Slovaquie,3,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Espagne,3,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Norvège,3,,4
2020M04,2020,Espagne,Passager,Passagers transportés (départs),Portugal,3,,4
2020M04,2020,Espagne,Passager,Passagers transportés (départs),Slovaquie,3,,4
2020M04,2020,France,Passager,Passagers à bord,Slovaquie,3,,4
2020M04,2020,France,Passager,Passagers à bord (départs),Slovaquie,3,,4
2020M04,2020,France,Passager,Passagers transportés,Slovaquie,3,,4
2020M04,2020,France,Passager,Passagers transportés (départs),Slovaquie,3,,4
2020M04,2020,Croatie,Passager,Passagers à bord,Suède,3,,4
2020M04,2020,Croatie,Passager,Passagers à bord (départs),Suède,3,,4
2020M04,2020,Croatie,Passager,Passagers transportés,Suède,3,,4
2020M04,2020,Croatie,Passager,Passagers transportés (départs),Suède,3,,4
2020M04,2020,Italie,Passager,Passagers à bord,Tchéquie,3,,4
2020M04,2020,Italie,Passager,Passagers à bord,Suède,3,,4
2020M04,2020,Italie,Passager,Passagers à bord (arrivées),Danemark,3,,4
2020M04,2020,Italie,Passager,Passagers à bord (arrivées),Suède,3,,4
2020M04,2020,Italie,Passager,Passagers transportés,Tchéquie,3,,4
2020M04,2020,Italie,Passager,Passagers transportés,Grèce,3,,4
2020M04,2020,Italie,Passager,Passagers transportés,Suède,3,,4
2020M04,2020,Italie,Passager,Passagers transportés (arrivées),Danemark,3,,4
2020M04,2020,Italie,Passager,Passagers transportés (arrivées),Suède,3,,4
2020M04,2020,Chypre,Passager,Passagers à bord (arrivées),Danemark,3,,4
2020M04,2020,Chypre,Passager,Passagers transportés (arrivées),Danemark,3,,4
2020M04,2020,Luxembourg,Passager,Passagers à bord (départs),Grèce,3,,4
2020M04,2020,Luxembourg,Passager,Passagers transportés (départs),Grèce,3,,4
2020M04,2020,Pays-Bas,Passager,Passagers à bord,Italie,3,,4
2020M04,2020,Pays-Bas,Passager,Passagers à bord (départs),Italie,3,,4
2020M04,2020,Pays-Bas,Passager,Passagers transportés (départs),Italie,3,,4
2020M04,2020,Pologne,Passager,Passagers à bord (arrivées),Pologne,3,,4
2020M04,2020,Pologne,Passager,Passagers transportés (arrivées),Pologne,3,,4
2020M04,2020,Portugal,Passager,Passagers à bord (arrivées),Suède,3,,4
2020M04,2020,Portugal,Passager,Passagers à bord (départs),Danemark,3,,4
2020M04,2020,Portugal,Passager,Passagers transportés (arrivées),Suède,3,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord,France,3,,4
2020M04,2020,Slovaquie,Passager,Passagers à bord (arrivées),France,3,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés,France,3,,4
2020M04,2020,Slovaquie,Passager,Passagers transportés (arrivées),France,3,,4
2020M04,2020,Suède,Passager,Passagers à bord,Italie,3,,4
2020M04,2020,Suède,Passager,Passagers à bord (arrivées),Croatie,3,,4
2020M04,2020,Suède,Passager,Passagers à bord (départs),Italie,3,,4
2020M04,2020,Suède,Passager,Passagers à bord (départs),Portugal,3,,4
2020M04,2020,Suède,Passager,Passagers transportés,Italie,3,,4
2020M04,2020,Suède,Passager,Passagers transportés (arrivées),Croatie,3,,4
2020M04,2020,Suède,Passager,Passagers transportés (départs),Italie,3,,4
2020M04,2020,Suède,Passager,Passagers transportés (départs),Portugal,3,,4
2020M04,2020,Serbie,Passager,Passagers à bord (départs),Italie,3,,4
2020M04,2020,Serbie,Passager,Passagers transportés (départs),Italie,3,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Bulgarie,194,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Allemagne,1162,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Irlande,166,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Grèce,715,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Espagne,871,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),France,60,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Croatie,51,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Italie,330,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Pays-Bas,376,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Autriche,81,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Portugal,196,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Roumanie,48,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Slovaquie,12,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Finlande,118,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Suède,7,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Suisse,23,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Royaume-Uni,135,,4
2020M04,2020,Belgique,Passager,Passagers transportés (arrivées),Turquie,149,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Belgique,383,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Tchéquie,267,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Allemagne,3549,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Grèce,125,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Espagne,1019,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),France,651,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Italie,186,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Chypre,145,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Lettonie,9,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Pays-Bas,2453,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Autriche,462,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Portugal,108,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Norvège,49,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Suisse,164,,4
2020M04,2020,Bulgarie,Passager,Passagers transportés (arrivées),Royaume-Uni,6378,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Bulgarie,35,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Tchéquie,5,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Allemagne,15,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Espagne,12,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),France,5,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Italie,15,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Pays-Bas,9,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Pologne,204,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Suède,10,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Islande,185,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Suisse,76,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Royaume-Uni,7,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Serbie,19,,4
2020M04,2020,Tchéquie,Passager,Passagers transportés (arrivées),Turquie,9,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Tchéquie,6,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Danemark,1989,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Allemagne,2757,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Irlande,12,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Espagne,458,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Chypre,72,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Lettonie,51,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Hongrie,14,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Pays-Bas,2322,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Roumanie,933,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Suède,1145,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Islande,138,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Norvège,2042,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Suisse,5,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Royaume-Uni,885,,4
2020M04,2020,Danemark,Passager,Passagers transportés (arrivées),Turquie,140,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Belgique,1393,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Bulgarie,2737,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Tchéquie,21,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Danemark,1777,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Allemagne,221,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Estonie,564,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Irlande,1165,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Grèce,115,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Espagne,10265,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),France,3627,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Croatie,1607,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Italie,3844,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Chypre,117,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Lettonie,373,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Hongrie,331,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Malte,380,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Pays-Bas,7800,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Autriche,1818,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Pologne,9,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Portugal,3198,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Roumanie,18356,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Slovénie,10,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Slovaquie,33,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Finlande,1033,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Suède,2067,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Islande,7,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Norvège,767,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Suisse,3303,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Royaume-Uni,9230,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Monténégro,191,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Macédoine du Nord,127,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Serbie,855,,4
2020M04,2020,Allemagne,Passager,Passagers transportés (arrivées),Turquie,5847,,4
2020M04,2020,Estonie,Passager,Passagers transportés (arrivées),Allemagne,1131,,4
2020M04,2020,Estonie,Passager,Passagers transportés (arrivées),Finlande,72,,4
2020M04,2020,Estonie,Passager,Passagers transportés (arrivées),Suède,76,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Belgique,136,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Bulgarie,189,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Allemagne,591,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Irlande,34,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Grèce,6,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Espagne,17,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),France,395,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Pays-Bas,1209,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Pologne,149,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Portugal,187,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Roumanie,282,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Suisse,18,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Royaume-Uni,5494,,4
2020M04,2020,Irlande,Passager,Passagers transportés (arrivées),Turquie,8,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Belgique,1324,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Bulgarie,169,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Allemagne,175,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Grèce,389,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Espagne,5,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),France,605,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Italie,134,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Chypre,825,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Hongrie,13,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Autriche,70,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Roumanie,107,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Norvège,29,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Suisse,572,,4
2020M04,2020,Grèce,Passager,Passagers transportés (arrivées),Royaume-Uni,264,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Belgique,304,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Bulgarie,402,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Tchéquie,6,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Allemagne,4248,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Irlande,122,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),France,1758,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Croatie,16,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Italie,309,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Lettonie,5,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Hongrie,62,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Pays-Bas,555,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Pologne,126,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Portugal,74,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Roumanie,98,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Finlande,62,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Suède,13,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Islande,17,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Suisse,78,,4
2020M04,2020,Espagne,Passager,Passagers transportés (arrivées),Royaume-Uni,4939,,4
2020M04,2020,France,Passager,Passagers transportés (arrivées),Belgique,29,,4
2020M04,2020,France,Passager,Passagers transportés (arrivées),Bulgarie,830,,4
2020M04,2020,France,Passager,Passagers transportés (arrivées),Tchéquie,44,,4
2020M04,2020,France,Passager,Passagers transportés (arrivées),Allemagne,2133,,4
